area,area_type,occupation,tot_emp,emp_prse,h_mean,a_mean,h_pct10,h_median,h_pct90,a_pct10,a_median,a_pct90
A35,2,Rehabilitation Counselors,500,10.2,16.33,33970,8.17,15.36,27.32,16980,31940,56820
A35,2,"Counselors, All Other",160,19.4,13.67,28440,8.1,10.73,22.9,16850,22320,47630
A35,2,"Child, Family, and School Social Workers",2030,6.3,19.99,41570,11.05,18.37,30.34,22990,38200,63100
A35,2,Healthcare Social Workers,1220,13.3,23.75,49400,14.26,23.42,32.43,29660,48700,67450
A35,2,Mental Health and Substance Abuse Social Workers,970,11.1,18.14,37730,10.78,17.81,27.21,22420,37050,56590
A35,2,"Social Workers, All Other",690,7.1,24.67,51300,15.7,23.89,34.72,32650,49680,72220
A35,2,Health Educators,650,18.7,24,49920,12.83,21.96,37.52,26680,45680,78050
A35,2,Probation Officers and Correctional Treatment Specialists,610,2.1,20.34,42310,16.19,19.92,25,33680,41440,52010
A35,2,Social and Human Service Assistants,2350,6.5,15.56,32350,9.94,15.62,20.58,20680,32480,42820
A35,2,Community Health Workers,650,17,16.85,35050,8.88,15.07,27.85,18470,31350,57930
A35,2,"Community and Social Service Specialists, All Other",480,11.7,19.28,40110,12.56,18.39,28.27,26120,38260,58790
A35,2,Clergy,100,11.6,22.91,47660,15.36,22.52,33.74,31950,46840,70180
A35,2,Legal Occupations,5360,4.1,32.94,68510,14.68,27.52,61.95,30540,57230,128850
A35,2,Lawyers,2830,5.1,43.96,91430,23.41,37.57,72.52,48700,78140,150840
A35,2,"Administrative Law Judges, Adjudicators, and Hearing Officers",140,3.6,29.87,62140,17.7,22.73,71.57,36820,47280,148860
A35,2,"Judges, Magistrate Judges, and Magistrates",110,9.2,17.2,35770,8.03,11.03,36.08,16700,22940,75040
A35,2,Paralegals and Legal Assistants,1580,8.2,20.12,41840,12.74,20.03,27.74,26500,41660,57690
A35,2,Court Reporters,60,34.9,30.02,62440,17.02,33.12,38.36,35410,68880,79790
A35,2,"Title Examiners, Abstractors, and Searchers",440,16.2,19.31,40150,11.04,18.37,28.71,22970,38200,59720
A35,2,"Legal Support Workers, All Other",170,34.4,17.84,37120,10.72,16.14,24.72,22300,33570,51420
A35,2,"Education, Training, and Library Occupations",54130,1.7,23.67,49220,8.93,21.6,40.72,18580,44930,84700
A35,2,"Business Teachers, Postsecondary",440,3.9,*,86930,*,*,*,44250,75770,155450
A35,2,"Computer Science Teachers, Postsecondary",260,9.9,*,77640,*,*,*,40610,74300,118610
A35,2,"Mathematical Science Teachers, Postsecondary",250,7.8,*,69140,*,*,*,41610,65970,100890
A35,2,"Engineering Teachers, Postsecondary",230,0,*,108410,*,*,*,63380,110550,155950
A35,2,"Biological Science Teachers, Postsecondary",220,0.5,*,85690,*,*,*,51700,74950,112180
A35,2,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",80,1.5,*,84910,*,*,*,51160,86940,122300
A35,2,"Chemistry Teachers, Postsecondary",130,0,*,76290,*,*,*,40410,69470,125210
A35,2,"Environmental Science Teachers, Postsecondary",60,0,*,77630,*,*,*,40630,71950,129920
A35,2,"Physics Teachers, Postsecondary",140,0,*,101880,*,*,*,58390,94220,154570
A35,2,"Anthropology and Archeology Teachers, Postsecondary",60,0,*,80980,*,*,*,49150,80210,105630
A35,2,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",60,0,*,77410,*,*,*,45320,72560,102270
A35,2,"Economics Teachers, Postsecondary",80,0.7,*,105640,*,*,*,69910,106210,148890
A35,2,"Geography Teachers, Postsecondary",30,0,*,92180,*,*,*,72670,91710,106180
A35,2,"Political Science Teachers, Postsecondary",70,1.6,*,92520,*,*,*,57770,88490,141450
A35,2,"Psychology Teachers, Postsecondary",160,18.5,*,83560,*,*,*,39720,82790,135550
A35,2,"Sociology Teachers, Postsecondary",70,2.5,*,81790,*,*,*,53260,81420,114010
A35,2,"Social Sciences Teachers, Postsecondary, All Other",120,1.9,*,53820,*,*,*,42130,49930,73750
A35,2,"Health Specialties Teachers, Postsecondary",1340,0.5,*,135740,*,*,*,56160,112680,90
A35,2,"Nursing Instructors and Teachers, Postsecondary",280,6.1,*,65950,*,*,*,45620,66840,85630
A35,2,"Education Teachers, Postsecondary",290,6,*,65900,*,*,*,43120,64430,95730
A35,2,"Library Science Teachers, Postsecondary",80,1.4,*,68650,*,*,*,51640,63610,97290
A35,2,"Criminal Justice and Law Enforcement Teachers, Postsecondary",60,3.6,*,59290,*,*,*,42170,56120,81290
A35,2,"Law Teachers, Postsecondary",60,36.6,*,123520,*,*,*,47160,136360,90
A35,2,"Social Work Teachers, Postsecondary",90,1.8,*,62450,*,*,*,46840,60500,79610
A35,2,"Art, Drama, and Music Teachers, Postsecondary",**,**,*,66580,*,*,*,46620,61090,97020
A35,2,"Communications Teachers, Postsecondary",190,0,*,75280,*,*,*,46000,70180,104730
A35,2,"English Language and Literature Teachers, Postsecondary",**,**,*,68960,*,*,*,43000,65050,100040
A35,2,"Foreign Language and Literature Teachers, Postsecondary",120,0,*,69340,*,*,*,43000,69600,99010
A35,2,"History Teachers, Postsecondary",120,1,*,76740,*,*,*,45470,76290,104540
A35,2,"Philosophy and Religion Teachers, Postsecondary",70,8.9,*,78260,*,*,*,43230,84030,105320
A35,2,Graduate Teaching Assistants,1130,2.5,*,20870,*,*,*,16620,18670,32530
A35,2,"Recreation and Fitness Studies Teachers, Postsecondary",60,0,*,66380,*,*,*,41600,65230,98610
A35,2,"Vocational Education Teachers, Postsecondary",690,8.8,26.1,54290,9.03,26.88,38.4,18780,55900,79870
A35,2,"Postsecondary Teachers, All Other",**,**,*,60280,*,*,*,19160,54220,100530
A35,2,"Preschool Teachers, Except Special Education",2010,13,14.92,31030,8.51,12.82,25.21,17700,26670,52440
A35,2,"Kindergarten Teachers, Except Special Education",1180,9.2,*,56930,*,*,*,37030,52870,87460
A35,2,"Elementary School Teachers, Except Special Education",9330,7,*,58410,*,*,*,35610,56750,86620
A35,2,"Middle School Teachers, Except Special and Career/Technical Education",3690,12.8,*,52800,*,*,*,33930,50900,75760
A35,2,"Secondary School Teachers, Except Special and Career/Technical Education",5680,8.1,*,54590,*,*,*,35670,52920,78710
A35,2,"Career/Technical Education Teachers, Secondary School",310,9.1,*,56230,*,*,*,40720,54790,77790
A35,2,"Special Education Teachers, Preschool",**,**,*,61900,*,*,*,43190,61420,79830
A35,2,"Special Education Teachers, Kindergarten and Elementary School",940,13.2,*,60050,*,*,*,40170,56110,91590
A35,2,"Special Education Teachers, Middle School",570,25.1,*,51920,*,*,*,29960,48140,79590
A35,2,"Special Education Teachers, Secondary School",1160,27.1,*,55530,*,*,*,38080,51050,80760
A35,2,"Special Education Teachers, All Other",720,16.6,*,48610,*,*,*,21790,51280,79910
A35,2,Adult Basic and Secondary Education and Literacy Teachers and Instructors,420,14.1,18.73,38970,10.54,16.49,33.37,21930,34300,69400
A35,2,Self-Enrichment Education Teachers,750,9.7,19.38,40310,9.41,16.25,34.57,19570,33790,71900
A35,2,"Teachers and Instructors, All Other, Except Substitute Teachers",1930,9.9,*,48910,*,*,*,20860,46720,79580
A35,2,Substitute Teachers,5000,17.2,10.49,21820,8.14,9.48,14.89,16930,19710,30980
A35,2,Archivists,50,9.1,24.29,50530,17.38,23.25,30.07,36150,48350,62540
A35,2,Curators,160,14,25.54,53130,19.11,24.22,35.43,39740,50390,73690
A35,2,Museum Technicians and Conservators,70,11.1,20.35,42330,13.97,19.02,24.36,29050,39570,50660
A35,2,Librarians,720,5.8,24.01,49940,11.03,22.49,38.57,22940,46780,80230
A35,2,Library Technicians,610,3.4,16.41,34130,9.44,15.05,26.58,19630,31310,55290
A35,2,Instructional Coordinators,520,7.7,31.32,65150,18.02,30.73,45.98,37470,63910,95630
A35,2,Teacher Assistants,7940,5,*,22540,*,*,*,16890,21000,30450
A35,2,"Education, Training, and Library Workers, All Other",610,4.3,19,39530,15.25,18.87,23.85,31730,39240,49610
A35,2,"Arts, Design, Entertainment, Sports, and Media Occupations",8930,3.9,22.37,46540,9.24,17.13,41.36,19230,35640,86030
A35,2,Art Directors,80,17.4,34.52,71800,20.42,28.13,66.29,42470,58500,137880
A35,2,Craft Artists,70,38.4,14.07,29270,10.53,13.24,20.7,21900,27540,43060
A35,2,"Fine Artists, Including Painters, Sculptors, and Illustrators",50,28.3,*,*,*,*,*,*,*,*
A35,2,Multimedia Artists and Animators,50,14.7,30.81,64080,14.02,23.47,57.46,29150,48820,119520
A35,2,"Artists and Related Workers, All Other",40,0,25.48,53010,16.57,22.25,42.75,34470,46290,88910
A35,2,Commercial and Industrial Designers,**,**,26.31,54730,16.58,25.06,38.6,34490,52130,80280
A35,2,Floral Designers,190,16.7,11.12,23140,8.19,10.71,15.47,17030,22270,32170
A35,2,Graphic Designers,850,9.5,18.53,38540,9.27,17.09,30.13,19280,35540,62660
A35,2,Interior Designers,120,18.5,24.61,51200,9.34,20.85,45.47,19420,43370,94580
A35,2,Merchandise Displayers and Window Trimmers,430,35.7,12.56,26120,8.79,12.02,17.63,18270,25000,36680
A35,2,Set and Exhibit Designers,150,12.2,26.07,54230,12.76,25.07,42.87,26530,52150,89180
A35,2,Producers and Directors,370,15.1,36.12,75130,13.96,31.21,59.84,29040,64910,124470
A35,2,Coaches and Scouts,1010,4.1,*,32210,*,*,*,16990,21330,58900
A35,2,"Umpires, Referees, and Other Sports Officials",40,27,*,27710,*,*,*,16860,32400,38770
A35,2,Dancers,**,**,17.7,*,8.18,9.66,42.3,*,*,*
A35,2,Music Directors and Composers,90,21.7,*,*,*,*,*,*,*,*
A35,2,Radio and Television Announcers,270,18.8,15.95,33170,8.58,13.39,24.6,17850,27860,51180
A35,2,Public Address System and Other Announcers,**,**,11.43,23770,8.27,12.14,14.82,17210,25250,30830
A35,2,Reporters and Correspondents,230,10.7,16.82,34980,10.1,14.65,23.96,21000,30480,49850
A35,2,Public Relations Specialists,930,8.8,28.36,58990,13.59,26.2,46.82,28270,54510,97380
A35,2,Editors,420,12.8,25.24,52490,12.15,21.33,39.07,25270,44360,81270
A35,2,Technical Writers,320,17.3,34.6,71960,20.86,32.36,53.53,43400,67310,111340
A35,2,Writers and Authors,130,19.3,26.11,54300,13.5,26.26,36.71,28080,54620,76360
A35,2,Interpreters and Translators,240,18,22.07,45900,15.28,19.98,34.09,31770,41550,70910
A35,2,Audio and Video Equipment Technicians,370,12.5,20.2,42010,11.87,16.72,37.32,24700,34780,77630
A35,2,Broadcast Technicians,120,22.8,14.79,30770,8.47,13.42,22.6,17620,27910,47010
A35,2,Sound Engineering Technicians,80,15.9,26.79,55730,11.11,26.42,37.37,23110,54960,77720
A35,2,Photographers,290,11.9,19.31,40160,9.81,14.23,35,20410,29590,72800
A35,2,"Camera Operators, Television, Video, and Motion Picture",40,14.9,29.25,60840,18.32,30.98,37.51,38100,64430,78020
A35,2,"Media and Communication Equipment Workers, All Other",490,19.6,30.84,64150,13.92,31.54,45,28960,65600,93590
A35,2,Healthcare Practitioners and Technical Occupations,45050,7.5,35.89,74660,13.91,29.37,61.4,28940,61100,127710
A35,2,Chiropractors,80,14.3,41.22,85740,20.03,32.99,83.48,41660,68610,173650
A35,2,"Dentists, General",770,14.8,82.01,170570,20.87,78.38,90,43420,163040,90
A35,2,"Dentists, All Other Specialists",60,26.4,92.68,192780,55.44,77.39,90,115310,160970,90
A35,2,Dietitians and Nutritionists,320,8.2,25.71,53480,16.55,23.78,36.6,34430,49460,76140
A35,2,Optometrists,150,19.1,67.76,140940,14.72,54.28,90,30620,112900,90
A35,2,Pharmacists,1690,8.7,57.11,118790,43.33,57.53,73.55,90120,119660,152980
A35,2,Anesthesiologists,110,47.5,90,#,90,#,90,90,90,90
A35,2,Family and General Practitioners,760,11.6,80.36,167140,42.89,73.82,90,89210,153550,90
A35,2,"Internists, General",120,32.8,112.36,233710,51.19,#,90,106480,90,90
A35,2,Obstetricians and Gynecologists,160,16.4,102.05,212270,58.42,#,90,121520,90,90
A35,2,"Pediatricians, General",60,13.9,91.09,189460,55.08,83.36,90,114570,173390,90
A35,2,Psychiatrists,150,34.4,67.55,140510,20.33,29.62,90,42290,61600,90
A35,2,Surgeons,50,29.9,90,#,90,#,90,90,90,90
A35,2,"Physicians and Surgeons, All Other",1670,9.1,105.05,218510,41.46,#,90,86240,90,90
A35,2,Physician Assistants,590,9.3,50.71,105470,32.09,47.39,72.46,66750,98560,150720
A35,2,Podiatrists,50,13.2,74.3,154550,19.76,67.8,90,41100,141030,90
A35,2,Occupational Therapists,670,8,38.18,79410,21.14,37.88,56.83,43970,78790,118210
A35,2,Physical Therapists,1120,10.6,41.41,86140,26.58,42.27,58.39,55280,87930,121460
A35,2,Radiation Therapists,50,24.3,39.6,82360,29.31,38.07,53.74,60970,79190,111780
A35,2,Recreational Therapists,120,7.3,19.37,40280,13.86,17.36,30.25,28830,36100,62920
A35,2,Respiratory Therapists,610,15.5,25.55,53140,19.44,25.83,32,40430,53730,66560
A35,2,Speech-Language Pathologists,1090,10.9,38.74,80580,22.2,35.64,57.52,46180,74120,119650
A35,2,"Therapists, All Other",90,9.9,24.68,51340,16.06,24.18,35.5,33410,50290,73850
A35,2,Veterinarians,400,14.5,45.75,95150,27.39,38.16,71.2,56970,79370,148090
A35,2,Registered Nurses,15110,14.4,31.74,66030,24.42,31.11,41.88,50790,64710,87110
A35,2,Nurse Anesthetists,50,31.1,68.17,141790,16.77,78.86,90,34880,164020,90
A35,2,Nurse Midwives,110,16,46.39,96490,33.72,47.44,58.16,70130,98670,120970
A35,2,Nurse Practitioners,960,10.1,51.04,106170,29.98,49.03,72.49,62360,101990,150780
A35,2,Audiologists,130,47.1,50.33,104690,31.27,44.85,76.21,65040,93290,158520
A35,2,"Health Diagnosing and Treating Practitioners, All Other",200,14.2,32.74,68090,19.24,30.26,52.75,40020,62930,109720
A35,2,Medical and Clinical Laboratory Technologists,1110,3,22.95,47740,14,22.61,33.16,29120,47020,68960
A35,2,Medical and Clinical Laboratory Technicians,720,12.9,19.61,40780,12.98,18.52,28.61,27000,38520,59520
A35,2,Dental Hygienists,1240,10.7,42.93,89290,22.85,40.83,53.48,47530,84940,111240
A35,2,Cardiovascular Technologists and Technicians,200,7.3,25.75,53550,14.22,26.09,38.32,29580,54270,79710
A35,2,Diagnostic Medical Sonographers,420,16.2,31.75,66050,23.27,31.41,40.26,48400,65340,83730
A35,2,Nuclear Medicine Technologists,120,20.4,36.07,75020,27.67,35.7,46.25,57550,74260,96190
A35,2,Radiologic Technologists,1130,14.7,28.01,58270,20.33,27.69,37.13,42290,57590,77230
A35,2,Magnetic Resonance Imaging Technologists,180,19.1,32.66,67930,24.92,32.73,42.91,51840,68070,89250
A35,2,Emergency Medical Technicians and Paramedics,1610,11.8,16.5,34310,10.08,15.57,24.24,20960,32380,50430
A35,2,Dietetic Technicians,100,12.9,10.7,22260,8.26,10.37,14.36,17180,21570,29870
A35,2,Pharmacy Technicians,2520,7.4,15.14,31490,10.81,14.75,20.06,22490,30690,41730
A35,2,Psychiatric Technicians,980,4.4,13.43,27940,8.94,12.18,23.14,18600,25340,48130
A35,2,Respiratory Therapy Technicians,50,15.6,20.78,43220,12.73,19.63,29.21,26480,40830,60750
A35,2,Surgical Technologists,420,13.2,20.1,41810,14.3,19.72,27.39,29750,41020,56980
A35,2,Veterinary Technologists and Technicians,550,28.4,15.6,32440,9.67,15.86,21.45,20110,32990,44620
A35,2,Ophthalmic Medical Technicians,120,35.9,17.82,37070,12.56,16.48,26.64,26120,34290,55420
A35,2,Licensed Practical and Licensed Vocational Nurses,2150,5.3,22.48,46760,15.67,22.41,29.37,32600,46620,61100
A35,2,Medical Records and Health Information Technicians,1450,5.5,16.27,33840,10.18,14.72,24.72,21170,30610,51420
A35,2,"Opticians, Dispensing",480,17.6,15.11,31430,10.29,14.94,21.05,21390,31080,43780
A35,2,Orthotists and Prosthetists,40,16.7,49.37,102680,13.74,32.84,90,28580,68310,90
A35,2,"Health Technologists and Technicians, All Other",510,5.3,19.31,40170,12.82,16.71,30.32,26660,34760,63060
A35,2,Occupational Health and Safety Specialists,770,5.3,34.76,72300,18.25,33.89,53.33,37960,70490,110930
A35,2,Occupational Health and Safety Technicians,40,19.1,30.63,63720,15.33,24.73,62.89,31880,51440,130810
A35,2,"Healthcare Practitioners and Technical Workers, All Other",560,19.2,26.98,56120,15.4,23.64,47.72,32030,49160,99250
A35,2,Healthcare Support Occupations,24530,7,13.34,27750,8.69,12.77,18.43,18070,26560,38340
A35,2,Home Health Aides,6660,16.6,11.23,23350,8.08,9.97,17.05,16800,20730,35470
A35,2,Psychiatric Aides,140,6.3,11.9,24760,8.5,11.07,17.43,17690,23030,36250
A35,2,Nursing Assistants,6620,5.8,12.86,26750,9.6,12.44,17.4,19960,25880,36200
A35,2,Orderlies,360,11.3,12.32,25630,9.44,11.87,16.03,19630,24690,33340
A35,2,Occupational Therapy Assistants,140,12.1,28.43,59130,17.96,29.03,37.81,37360,60380,78630
A35,2,Occupational Therapy Aides,40,42.1,16.35,34000,9.41,11.74,28.3,19570,24410,58860
A35,2,Physical Therapist Assistants,320,13.7,23,47850,12.38,23.35,33.09,25760,48570,68820
A35,2,Physical Therapist Aides,150,14.7,14.68,30520,9.75,13.31,18.04,20290,27680,37520
A35,2,Massage Therapists,340,30.9,13.62,28320,8.13,11.26,23.7,16900,23410,49290
A35,2,Dental Assistants,2430,6.6,15.87,33020,10.48,15.5,21.38,21800,32230,44480
A35,2,Medical Assistants,4840,14.6,13.84,28790,10.17,13.57,18.11,21160,28230,37670
A35,2,Medical Equipment Preparers,130,20.6,15.75,32760,10.82,15.61,21.7,22500,32460,45130
A35,2,Medical Transcriptionists,370,31.3,18,37450,9.76,17.13,28.23,20300,35640,58720
A35,2,Pharmacy Aides,210,36.1,14.66,30490,8.54,13.33,22.96,17770,27730,47760
A35,2,Veterinary Assistants and Laboratory Animal Caretakers,620,16.5,11.5,23920,8.36,11.12,15.9,17380,23120,33070
A35,2,Phlebotomists,540,14.5,14.17,29480,9.9,13.73,18.85,20600,28550,39210
A35,2,"Healthcare Support Workers, All Other",600,8.5,16.67,34680,10.1,17.12,22.25,21010,35600,46290
A35,2,Protective Service Occupations,23750,2.6,19.68,40930,9.91,17.18,34.87,20600,35730,72540
A35,2,First-Line Supervisors of Correctional Officers,400,1.2,23.23,48320,15.45,22.71,32.05,32130,47240,66670
A35,2,First-Line Supervisors of Police and Detectives,550,1.4,35.69,74230,21.74,33.48,56.19,45220,69640,116870
A35,2,First-Line Supervisors of Fire Fighting and Prevention Workers,740,1.4,26.96,56070,19.27,23.88,40.56,40080,49670,84360
A35,2,"First-Line Supervisors of Protective Service Workers, All Other",950,5.5,26.43,54980,14.87,23.76,40.28,30920,49410,83790
A35,2,Firefighters,1630,1,18.13,37700,11.98,16.81,25.99,24920,34960,54060
A35,2,Correctional Officers and Jailers,3920,1.5,15.69,32630,12.21,14.98,20.87,25390,31160,43410
A35,2,Detectives and Criminal Investigators,1690,1,36.14,75170,23.33,37.12,46.41,48520,77220,96520
A35,2,Fish and Game Wardens,70,4.4,19.84,41260,14.94,19.67,23.98,31070,40910,49890
A35,2,Police and Sheriff's Patrol Officers,3950,2.2,23.31,48480,16.31,23.8,29.75,33920,49490,61880
A35,2,Animal Control Workers,180,2.7,13.57,28220,9.75,13.06,18.29,20280,27160,38040
A35,2,Private Detectives and Investigators,330,11.7,16.19,33680,9.79,13.36,28.86,20360,27780,60020
A35,2,Gaming Surveillance Officers and Gaming Investigators,300,15.9,14.38,29920,9.98,13.31,21.12,20760,27680,43930
A35,2,Security Guards,6380,8.7,14.37,29880,8.79,12.05,23.96,18280,25060,49830
A35,2,Crossing Guards,380,6.1,11.72,24370,8.35,12.47,14.34,17360,25930,29840
A35,2,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",720,3.7,9.48,19720,7.83,8.9,11.72,16280,18520,24380
A35,2,Transportation Security Screeners,210,0,16.83,35010,10.99,17.23,20.09,22870,35840,41790
A35,2,"Protective Service Workers, All Other",1270,4,21.55,44820,10.07,17.43,38.29,20940,36250,79650
A35,2,Food Preparation and Serving Related Occupations,78690,1.1,10.06,20930,7.95,9.09,14,16540,18910,29120
A35,2,Chefs and Head Cooks,620,16,19.57,40710,9.71,17.43,32.15,20200,36260,66880
A35,2,First-Line Supervisors of Food Preparation and Serving Workers,7220,3.7,13.45,27980,8.97,12.05,20.06,18650,25060,41730
A35,2,"Cooks, Fast Food",4600,13.8,8.8,18310,7.9,8.79,10.62,16440,18280,22090
A35,2,"Cooks, Institution and Cafeteria",3040,7.6,11.15,23200,8.17,10.23,16.15,16990,21270,33590
A35,2,"Cooks, Restaurant",6100,5.9,10.73,22330,8.18,10.43,14.17,17020,21690,29470
A35,2,"Cooks, Short Order",1910,19.2,10.63,22110,8.05,9.37,15.21,16750,19480,31640
A35,2,"Cooks, All Other",130,38.4,10.83,22520,8.03,10.11,14.75,16690,21040,30680
A35,2,Food Preparation Workers,4760,10.3,10.14,21100,8.09,9.73,13.45,16820,20240,27980
